41
6148
0 41
516.129 48.4275 23
519.355 48.4991 24
521.516 48.8159 25
526.185 49.6889 26
527.443 51.7789 27
528.428 53.9316 28
529.439 54.3957 29
526.6 57.6162 30
522.526 59.4597 31
517.351 60.4646 32
509.592 62.8255 33
500.887 65.6973 34
494.216 68.0453 35
487.394 68.343 36
484.282 68.4744 37
481.373 68.6979 38
481.811 69.2385 39
483.244 69.7129 40
0 41
388 52 0
391.212 50.1798 1
395.206 49.2592 2
400.642 49.2444 3
409.473 48.1819 4
417.583 48.1553 5
424.484 48.0023 6
431.497 46.8657 7
437.79 47.0777 8
443.767 47.7045 9
450.929 47.8723 10
455.797 47.6425 11
462.797 46.6069 12
469.04 46.3567 13
477.641 45.8709 14
485.628 45.0627 15
492.392 44.9389 16
498.302 44.8722 17
503.201 44.8807 18
508.265 44.6164 19
511.551 44.9005 20
516.033 45.8172 21
521.253 47.2478 22
524.247 48.3596 23
527.475 48.4238 24
529.635 48.74 25
534.307 49.605 26
535.565 51.7058 27
536.551 53.8685 28
537.558 54.331 29
534.712 57.555 30
530.64 59.4097 31
525.428 60.4999 32
517.657 62.8723 33
508.944 65.742 34
502.263 68.0914 35
495.432 68.366 36
492.317 68.4947 37
489.407 68.7224 38
489.842 69.2508 39
491.269 69.7155 40
0 41
396 52 0
399.203 50.1258 1
403.197 49.2119 2
408.634 49.1974 3
417.469 48.1111 4
425.585 48.0861 5
432.487 47.9364 6
439.512 46.7851 7
445.799 46.9909 8
451.767 47.6133 9
458.926 47.7588 10
463.796 47.5283 11
470.805 46.488 12
477.066 46.2593 13
485.67 45.772 14
493.676 44.9488 15
500.44 44.8271 16
506.358 44.7634 17
511.258 44.7694 18
516.327 44.5061 19
519.614 44.7868 20
524.084 45.6409 21
529.307 47.0822 22
532.303 48.1868 23
535.541 48.2361 24
537.7 48.5516 25
542.37 49.4052 26
543.619 51.542 27
544.605 53.711 28
545.609 54.1709 29
542.752 57.3967 30
538.672 59.2549 31
533.44 60.3846 32
525.659 62.7628 33
516.91 65.608 34
510.219 67.9645 35
503.38 68.2389 36
500.251 68.3568 37
497.34 68.5855 38
497.769 69.1074 39
499.172 69.5565 40
0 41
404 52 0
407.194 50.1089 1
411.189 49.2505 2
416.623 49.2301 3
425.476 48.017 4
433.595 47.9941 5
440.501 47.8512 6
447.531 46.6957 7
453.814 46.9051 8
459.782 47.5218 9
466.935 47.6539 10
471.809 47.4247 11
478.826 46.3813 12
485.088 46.1554 13
493.697 45.6677 14
501.718 44.8228 15
508.485 44.6954 16
514.406 44.6398 17
519.309 44.6442 18
524.387 44.3746 19
527.674 44.6511 20
532.141 45.5005 21
537.37 46.9415 22
540.367 48.0445 23
543.612 48.0855 24
545.768 48.4005 25
550.433 49.2496 26
551.696 51.4238 27
552.677 53.5989 28
553.674 54.0587 29
550.812 57.2838 30
546.72 59.1587 31
541.463 60.2868 32
533.679 62.6669 33
524.918 65.5096 34
518.217 67.8687 35
511.362 68.1464 36
508.229 68.2612 37
505.314 68.4902 38
505.742 69.0113 39
507.138 69.4643 40
0 41
412 52 0
415.184 50.0784 1
419.183 49.2416 2
424.619 49.2121 3
433.477 47.9832 4
441.608 47.9426 5
448.513 47.8034 6
455.554 46.5779 7
461.84 46.7943 8
467.808 47.4206 9
474.958 47.5369 10
479.834 47.3083 11
486.861 46.2359 12
493.129 46.0086 13
501.741 45.5186 14
509.777 44.6365 15
516.549 44.5022 16
522.48 44.4501 17
527.384 44.4557 18
532.466 44.1847 19
535.755 44.4594 20
540.22 45.3011 21
545.457 46.7442 22
548.456 47.8436 23
551.71 47.8844 24
553.863 48.211 25
558.507 49.0151 26
559.779 51.2001 27
560.757 53.3735 28
561.743 53.837 29
558.876 57.1046 30
554.774 58.9582 31
549.494 60.1178 32
541.707 62.5017 33
532.89 65.3451 34
526.178 67.7086 35
519.318 68.0018 36
516.153 68.1489 37
513.23 68.385 38
513.654 68.9034 39
515.046 69.3626 40
0 41
420 52 0
423.178 50.0733 1
427.18 49.2379 2
432.621 49.2039 3
441.477 47.9697 4
449.668 47.8953 5
456.572 47.7452 6
463.621 46.5094 7
469.916 46.7737 8
475.871 47.4436 9
483.021 47.56 10
487.9 47.3265 11
494.936 46.2422 12
501.212 46.0073 13
509.83 45.5068 14
517.875 44.6164 15
524.649 44.4747 16
530.59 44.417 17
535.497 44.4231 18
540.595 44.1306 19
543.884 44.4101 20
548.346 45.2327 21
553.591 46.686 22
556.595 47.7779 23
559.862 47.8168 24
562.013 48.1546 25
566.651 48.9564 26
567.928 51.1465 27
568.908 53.318 28
569.882 53.7858 29
567.014 57.0633 30
562.91 58.9064 31
557.622 60.0741 32
549.818 62.4767 33
540.994 65.3189 34
534.247 67.6911 35
527.382 67.9998 36
524.168 68.1677 37
521.23 68.4434 38
521.651 68.9618 39
523.037 69.4284 40
0 41
428 52 0
431.175 50.0738 1
435.181 49.2414 2
440.653 49.1804 3
449.508 47.9355 4
457.73 47.8303 5
464.632 47.6482 6
471.695 46.3941 7
478.009 46.7866 8
483.962 47.4636 9
491.113 47.5867 10
496.018 47.3175 11
503.073 46.1878 12
509.43 45.8783 13
518.065 45.3587 14
526.137 44.3978 15
532.951 44.1642 16
538.911 44.095 17
543.818 44.0988 18
549.058 43.6066 19
552.336 43.961 20
556.806 44.7451 21
562.06 46.2084 22
565.067 47.2812 23
568.35 47.321 24
570.502 47.7661 25
575.137 48.57 26
576.42 50.7574 27
577.4 52.9202 28
578.357 53.4053 29
575.499 56.7051 30
571.384 58.5163 31
566.079 59.7237 32
558.251 62.184 33
549.417 65.0252 34
542.66 67.406 35
535.718 67.9051 36
532.422 68.1439 37
529.447 68.5013 38
529.866 69.0212 39
531.249 69.5064 40
0 41
436 52 0
439.174 50.2184 1
443.196 49.332 2
448.673 49.2265 3
457.529 47.9809 4
465.767 47.7675 5
472.756 47.3861 6
479.827 46.1398 7
486.142 46.5345 8
492.08 47.2216 9
499.266 47.3745 10
504.228 46.8576 11
511.3 45.732 12
517.753 45.1382 13
526.463 44.4095 14
534.552 43.4818 15
541.359 43.0475 16
547.331 42.9489 17
552.24 42.9468 18
557.543 42.3359 19
560.843 42.9205 20
565.312 43.7076 21
570.574 45.1591 22
573.599 46.2348 23
576.89 46.2727 24
579.018 46.7625 25
583.651 47.5721 26
584.944 49.7446 27
585.964 51.7205 28
586.856 52.4042 29
583.987 55.8317 30
579.868 57.6381 31
574.517 58.8026 32
566.628 61.3374 33
557.704 64.4714 34
550.939 66.8581 35
543.973 67.3808 36
540.662 67.6214 37
537.614 68.1064 38
538.003 68.7799 39
539.393 69.393 40
0 41
444 52 0
447.176 50.2201 1
451.212 49.2785 2
456.694 49.1622 3
465.552 47.9148 4
473.786 47.7115 5
480.779 47.2524 6
487.856 46.0153 7
494.183 46.3988 8
500.117 47.0868 9
507.314 47.2884 10
512.279 46.7446 11
519.407 45.6724 12
525.869 45.0292 13
534.601 44.2414 14
542.754 43.3727 15
549.56 42.9348 16
555.551 42.7826 17
560.477 42.7399 18
565.781 42.1329 19
569.082 42.721 20
573.583 43.63 21
578.866 45.002 22
581.905 46.0843 23
585.198 46.1145 24
587.325 46.6012 25
591.952 47.4447 26
593.266 49.5137 27
594.286 51.48 28
595.172 52.2212 29
592.308 55.6869 30
588.187 57.5137 31
582.797 58.6181 32
574.867 61.1946 33
565.952 64.3451 34
559.171 66.7374 35
552.161 67.2733 36
548.824 67.4892 37
545.767 67.9678 38
546.165 68.7668 39
547.548 69.3758 40
0 41
452 52 0
455.176 50.2174 1
459.237 49.2657 2
464.734 49.1345 3
473.589 47.8826 4
481.843 47.6794 5
488.818 47.2009 6
495.901 45.9642 7
502.236 46.3467 8
508.167 47.0342 9
515.367 47.2404 10
520.339 46.6906 11
527.477 45.6113 12
533.939 44.9658 13
542.677 44.1769 14
550.882 43.2149 15
557.691 42.7723 16
563.687 42.6162 17
568.62 42.5686 18
573.928 41.9721 19
577.214 42.5308 20
581.714 43.4389 21
587.009 44.8085 22
590.049 45.887 23
593.343 45.9072 24
595.47 46.3969 25
600.092 47.2424 26
601.409 49.3093 27
602.43 51.2752 28
603.306 52.0159 29
600.438 55.4864 30
596.317 57.3172 31
590.912 58.4719 32
582.965 61.0488 33
574.045 64.1965 34
567.256 66.59 35
560.207 67.1417 36
556.83 67.3683 37
553.766 67.8433 38
554.166 68.6364 39
555.531 69.2539 40
0 41
460 52 0
463.178 50.2128 1
467.255 49.251 2
472.752 49.113 3
481.603 47.8633 4
489.954 47.5852 5
496.943 46.9626 6
504.03 45.7282 7
510.373 46.0914 8
516.302 46.7706 9
523.516 46.9842 10
528.522 46.3452 11
535.671 45.2705 12
542.135 44.6191 13
550.877 43.8297 14
559.125 42.8596 15
565.957 42.3737 16
571.966 42.1807 17
576.907 42.1254 18
582.217 41.5427 19
585.482 42.0126 20
589.986 43.0205 21
595.317 44.1921 22
598.392 45.417 23
601.685 45.4295 24
603.811 45.9142 25
608.433 46.7529 26
609.757 48.7766 27
610.804 50.8248 28
611.672 51.5511 29
608.8 55.0403 30
604.678 56.8824 31
599.258 58.0367 32
591.292 60.6022 33
582.297 63.9561 34
575.496 66.3594 35
568.436 66.9104 36
565.045 67.1402 37
561.967 67.5813 38
562.355 68.4399 39
563.715 69.103 40
0 26
468 52 0
471.194 50.1485 1
475.303 49.2264 2
480.799 49.0808 3
489.601 47.5736 4
497.969 47.2993 5
504.96 46.6778 6
512.083 45.3508 7
518.429 45.7269 8
524.363 46.5039 9
531.585 46.7196 10
536.606 46.0479 11
543.799 44.9324 12
550.265 44.2867 13
559.043 43.3425 14
567.323 42.3725 15
574.166 41.886 16
580.182 41.6685 17
585.136 41.6118 18
590.472 40.8907 19
593.724 41.454 20
598.226 42.4576 21
603.56 43.6509 22
606.64 44.8685 23
609.927 44.879 24
612.06 45.3544 25
0 41
476 52 0
479.201 50.1619 1
483.326 49.2359 2
488.828 49.0532 3
497.666 47.5535 4
506.056 47.2566 5
513.127 46.604 6
520.299 45.2728 7
526.653 45.6628 8
532.609 46.4311 9
539.89 46.6444 10
544.942 45.9569 11
552.145 44.8283 12
558.767 44.1623 13
567.546 43.2191 14
575.887 42.2105 15
582.837 41.7014 16
588.869 41.4826 17
593.847 41.4238 18
599.186 40.7034 19
602.502 41.2756 20
607.004 42.2579 21
612.422 43.5338 22
615.509 44.7443 23
618.798 44.7502 24
620.931 45.2249 25
625.673 46.1324 26
626.979 48.1567 27
628.047 50.1716 28
628.849 50.951 29
626.006 54.3605 30
621.943 56.2471 31
616.513 57.4189 32
608.453 60.034 33
599.425 63.4181 34
592.562 65.8259 35
585.46 66.3794 36
582.029 66.7044 37
578.945 67.1786 38
579.417 68.1695 39
580.776 68.7939 40
0 26
484 52 0
487.233 50.1887 1
491.357 49.2585 2
496.87 49.0554 3
505.722 47.5591 4
514.117 47.2277 5
521.198 46.5627 6
528.397 45.2317 7
534.769 45.6365 8
540.733 46.3965 9
548.048 46.6281 10
553.101 45.9355 11
560.323 44.7967 12
566.945 44.1227 13
575.781 43.196 14
584.119 42.1538 15
591.091 41.6394 16
597.143 41.4021 17
602.115 41.3436 18
607.457 40.627 19
610.778 41.1992 20
615.282 42.1799 21
620.708 43.4603 22
623.801 44.6725 23
627.081 44.672 24
629.251 45.1576 25
0 24
492 52 0
495.248 50.1929 1
499.373 49.263 2
504.902 49.0294 3
513.759 47.5327 4
522.155 47.1504 5
529.241 46.463 6
536.457 45.1508 7
542.842 45.5481 8
548.809 46.2733 9
556.143 46.5016 10
561.195 45.8092 11
568.427 44.661 12
575.05 43.9694 13
583.91 43.054 14
592.248 41.938 15
599.225 41.4139 16
605.292 41.1652 17
610.26 41.0994 18
615.597 40.3951 19
618.925 40.959 20
623.435 41.9286 21
628.865 43.2096 22
631.96 44.4223 23
0 21
500 52 0
503.258 50.2086 1
507.388 49.2781 2
512.919 49.041 3
521.807 47.4404 4
530.215 47.0421 5
537.32 46.3711 6
544.538 45.0561 7
550.968 45.424 8
556.938 46.1476 9
564.327 46.3439 10
569.374 45.6496 11
576.627 44.4969 12
583.259 43.7891 13
592.162 42.8584 14
600.509 41.7216 15
607.507 41.1739 16
613.575 40.9226 17
618.542 40.8494 18
623.866 40.1574 19
627.2 40.7212 20
0 19
508 52 0
511.263 50.2514 1
515.403 49.3145 2
520.935 49.0717 3
529.832 47.4496 4
538.247 47.0476 5
545.381 46.3664 6
552.602 45.0481 7
559.043 45.4179 8
565.019 46.1367 9
572.414 46.3253 10
577.456 45.6463 11
584.717 44.4849 12
591.362 43.768 13
600.319 42.8087 14
608.67 41.6711 15
615.674 41.113 16
621.747 40.8628 17
626.714 40.7849 18
0 18
516 52 0
519.262 50.2368 1
523.416 49.2965 2
528.946 49.0428 3
537.867 47.4259 4
546.288 47.017 5
553.429 46.3244 6
560.659 45.006 7
567.097 45.3606 8
573.086 46.078 9
580.481 46.2571 10
585.522 45.5829 11
592.802 44.4249 12
599.468 43.6865 13
608.45 42.7235 14
616.8 41.5795 15
623.81 41.0174 16
629.883 40.7637 17
0 17
524 52 0
527.272 50.2217 1
531.436 49.2778 2
536.966 49.014 3
545.893 47.3995 4
554.397 46.9381 5
561.534 46.2304 6
568.776 44.9067 7
575.212 45.2818 8
581.284 45.9423 9
588.678 46.1218 10
593.722 45.443 11
601.024 44.2793 12
607.702 43.5248 13
616.691 42.5619 14
625.042 41.415 15
632.058 40.8439 16
0 16
532 52 0
535.279 50.2165 1
539.456 49.2659 2
544.986 48.9975 3
553.923 47.3713 4
562.445 46.8833 5
569.585 46.1733 6
576.832 44.8494 7
583.272 45.2088 8
589.358 45.8668 9
596.773 46.0527 10
601.84 45.3675 11
609.172 44.2139 12
615.866 43.4431 13
624.864 42.4834 14
633.208 41.3383 15
0 15
540 52 0
543.278 50.2051 1
547.517 49.2654 2
553.077 48.9886 3
562.056 47.302 4
570.637 46.803 5
577.772 46.0835 6
585.099 44.7547 7
591.569 45.0959 8
597.722 45.7327 9
605.069 45.8928 10
610.229 45.2465 11
617.573 44.094 12
624.279 43.3181 13
633.318 42.3713 14
0 14
548 52 0
551.323 50.1678 1
555.553 49.221 2
561.18 48.9258 3
570.258 47.1862 4
578.838 46.6836 5
586.133 45.9032 6
593.469 44.5512 7
599.996 44.8698 8
606.182 45.4853 9
613.559 45.6384 10
618.711 45.0005 11
626.059 43.8434 12
632.952 43.0307 13
0 13
556 52 0
559.313 50.0884 1
563.546 49.1439 2
569.182 48.8346 3
578.285 47.0986 4
586.837 46.5383 5
594.153 45.7443 6
601.486 44.3881 7
608.034 44.7125 8
614.219 45.3226 9
621.598 45.4735 10
626.731 44.8438 11
634.057 43.6787 12
0 11
564 52 0
567.318 50.0976 1
571.557 49.1367 2
577.203 48.8186 3
586.306 47.0645 4
594.854 46.4784 5
602.18 45.6647 6
609.512 44.3092 7
616.069 44.6194 8
622.251 45.2322 9
629.622 45.3713 10
0 10
572 52 0
575.327 50.1562 1
579.576 49.173 2
585.23 48.8354 3
594.346 47.0653 4
602.892 46.477 5
610.222 45.661 6
617.564 44.2755 7
624.134 44.5925 8
630.313 45.2094 9
0 8
580 52 0
583.334 50.1806 1
587.593 49.1871 2
593.258 48.8328 3
602.385 47.058 4
610.894 46.4437 5
618.234 45.6289 6
625.583 44.2166 7
0 8
588 52 0
591.339 50.178 1
595.6 49.1717 2
601.276 48.8198 3
610.428 47.0199 4
618.932 46.4085 5
626.285 45.5817 6
633.612 44.1695 7
0 6
596 52 0
599.345 50.1682 1
603.609 49.1554 2
609.322 48.8052 3
618.473 46.9913 4
626.978 46.397 5
0 5
604 52 0
607.354 50.182 1
611.614 49.1747 2
617.352 48.8442 3
626.469 46.9129 4
0 41
4 60 0
7.3085 58.7218 1
11.3975 57.6767 2
17.2424 57.9965 3
26.5831 58.1418 4
35.4893 59.0005 5
42.9 59.5111 6
50.3543 58.4808 7
56.971 59.3123 8
63.2048 60.3814 9
70.6766 61.3339 10
75.8445 61.1905 11
83.1145 60.3449 12
89.827 60.15 13
98.6678 59.9952 14
106.988 59.7923 15
113.929 60.0451 16
119.962 60.1144 17
124.941 60.5286 18
130.223 60.3072 19
133.474 60.7443 20
137.909 62.3242 21
143.322 63.9253 22
146.46 65.6744 23
149.753 66.2846 24
151.854 67.2568 25
156.474 68.6625 26
158.012 70.6752 27
159.216 72.8866 28
160.056 73.2462 29
157.351 76.2626 30
153.49 77.5883 31
148.223 77.9344 32
140.499 79.5966 33
131.694 81.8946 34
125.095 84.14 35
118.086 84.7418 36
114.705 84.9677 37
111.661 85.5588 38
112.107 85.9893 39
113.542 86.7833 40
0 41
12 60 0
15.3643 58.7399 1
19.5279 57.7067 2
25.379 58.0095 3
34.7156 58.1415 4
43.5964 58.9931 5
51.0073 59.5081 6
58.3412 58.4179 7
64.9562 59.2186 8
71.1587 60.2804 9
78.5989 61.1665 10
83.7552 61.0229 11
90.9385 60.1819 12
97.6066 60.0137 13
106.428 59.8226 14
114.745 59.5986 15
121.638 59.8532 16
127.658 59.919 17
132.631 60.3287 18
137.903 60.1077 19
141.144 60.5256 20
145.58 62.1146 21
150.989 63.7046 22
154.078 65.4182 23
157.376 66.0227 24
159.456 67.0084 25
164.067 68.3447 26
165.595 70.3548 27
166.781 72.5567 28
167.626 72.9231 29
164.906 75.9436 30
161.046 77.2726 31
155.834 77.6303 32
148.097 79.3063 33
139.326 81.6084 34
132.731 83.8547 35
125.802 84.4647 36
122.436 84.6931 37
119.39 85.2909 38
119.835 85.7258 39
121.267 86.4708 40
0 41
20 60 0
23.368 58.7495 1
27.5743 57.7259 2
33.4158 58.0364 3
42.7721 58.1225 4
51.5662 58.9014 5
58.9348 59.4204 6
66.2606 58.299 7
72.8339 59.0997 8
79.0126 60.1767 9
86.4442 61.027 10
91.5659 60.8765 11
98.7484 60.0438 12
105.399 59.8717 13
114.217 59.6723 14
122.507 59.422 15
129.391 59.6767 16
135.388 59.7185 17
140.346 60.1233 18
145.612 59.8965 19
148.834 60.3042 20
153.271 61.891 21
158.678 63.4677 22
161.686 65.1364 23
164.985 65.7411 24
167.056 66.7304 25
171.667 68.0589 26
173.155 70.014 27
174.335 72.2181 28
175.194 72.5901 29
172.462 75.6154 30
168.613 76.9511 31
163.402 77.3509 32
155.668 79.0284 33
146.936 81.3435 34
140.353 83.612 35
133.448 84.2135 36
130.089 84.4655 37
127.043 85.0617 38
127.48 85.5073 39
128.911 86.2379 40
0 41
28 60 0
31.3698 58.7529 1
35.5841 57.7303 2
41.4114 58.0303 3
50.7418 58.046 4
59.5243 58.8195 5
66.8542 59.3299 6
74.1788 58.2128 7
80.7394 59.0033 8
86.876 60.0988 9
94.3052 60.9451 10
99.3642 60.7805 11
106.533 59.9576 12
113.172 59.7742 13
121.98 59.5691 14
130.207 59.3029 15
137.081 59.5577 16
143.073 59.584 17
147.986 59.9584 18
153.246 59.7285 19
156.471 60.1381 20
160.904 61.7228 21
166.292 63.2561 22
169.281 64.9195 23
172.581 65.522 24
174.64 66.5207 25
179.232 67.8131 26
180.712 69.7633 27
181.893 71.9648 28
182.764 72.3457 29
180.028 75.3732 30
176.184 76.7145 31
170.975 77.1224 32
163.242 78.8019 33
154.54 81.1363 34
147.963 83.403 35
141.092 84.0037 36
137.734 84.2602 37
134.705 84.8576 38
135.123 85.3339 39
136.544 86.0341 40
0 41
36 60 0
39.367 58.7636 1
43.591 57.7275 2
49.4076 58.0239 3
58.7028 58.0226 4
67.4352 58.7759 5
74.7494 59.2693 6
82.0737 58.1487 7
88.595 58.931 8
94.7116 60.0015 9
102.101 60.862 10
107.142 60.684 11
114.284 59.8238 12
120.918 59.6175 13
129.659 59.4037 14
137.852 59.1448 15
144.712 59.387 16
150.705 59.4064 17
155.551 59.766 18
160.809 59.5313 19
164.016 59.9457 20
168.444 61.5321 21
173.825 63.0578 22
176.81 64.7104 23
180.111 65.3109 24
182.165 66.306 25
186.752 67.5937 26
188.229 69.5415 27
189.404 71.7371 28
190.274 72.1368 29
187.54 75.1621 30
183.702 76.5245 31
178.506 76.9448 32
170.77 78.6218 33
162.107 80.9752 34
155.526 83.2339 35
148.674 83.8409 36
145.322 84.1069 37
142.302 84.6911 38
142.719 85.1698 39
144.14 85.8651 40
0 41
44 60 0
47.3629 58.7661 1
51.5975 57.7021 2
57.4061 57.9995 3
66.6718 57.9795 4
75.3776 58.7261 5
82.6765 59.2062 6
89.9924 58.0788 7
96.4775 58.8555 8
102.578 59.9075 9
109.955 60.7654 10
114.994 60.5917 11
122.134 59.7272 12
128.755 59.5153 13
137.479 59.2922 14
145.655 59.0296 15
152.495 59.2556 16
158.471 59.2604 17
163.318 59.6198 18
168.557 59.3782 19
171.759 59.7997 20
176.169 61.3581 21
181.54 62.8816 22
184.522 64.5308 23
187.823 65.1253 24
189.876 66.1161 25
194.457 67.4049 26
195.93 69.3476 27
197.1 71.5432 28
197.971 71.9399 29
195.24 74.9662 30
191.414 76.3763 31
186.229 76.8061 32
178.503 78.4929 33
169.841 80.8469 34
163.289 83.1114 35
156.438 83.7167 36
153.097 83.9967 37
150.079 84.564 38
150.498 85.044 39
151.919 85.7419 40
0 41
52 60 0
55.3594 58.7637 1
59.5876 57.6982 2
65.3946 57.9923 3
74.5918 57.9205 4
83.2533 58.659 5
90.5248 59.104 6
97.8143 57.9701 7
104.29 58.7464 8
110.345 59.8053 9
117.692 60.6259 10
122.729 60.4495 11
129.865 59.5886 12
136.386 59.3227 13
145.105 59.1052 14
153.274 58.8052 15
160.102 59.0279 16
166.048 59.0288 17
170.883 59.3835 18
176.114 59.1357 19
179.312 59.5743 20
183.719 61.1047 21
189.059 62.6338 22
192.039 64.281 23
195.337 64.8508 24
197.396 65.8343 25
201.962 67.1299 26
203.424 69.0892 27
204.591 71.284 28
205.462 71.6702 29
202.761 74.7348 30
198.939 76.1504 31
193.753 76.5734 32
186.048 78.3061 33
177.406 80.6767 34
170.857 82.9376 35
164.016 83.5457 36
160.697 83.8245 37
157.682 84.388 38
158.107 84.866 39
159.515 85.5976 40
0 41
60 60 0
63.3341 58.747 1
67.5562 57.699 2
73.3674 57.9676 3
82.4865 57.9031 4
91.0978 58.6112 5
98.3673 59.0527 6
105.634 57.9174 7
112.078 58.6847 8
118.125 59.7347 9
125.459 60.5555 10
130.489 60.3682 11
137.614 59.5037 12
144.133 59.238 13
152.844 59.0202 14
160.995 58.692 15
167.8 58.9066 16
173.74 58.9072 17
178.567 59.2588 18
183.796 59.009 19
186.963 59.4395 20
191.371 60.9683 21
196.706 62.5048 22
199.68 64.1465 23
202.981 64.712 24
205.036 65.6694 25
209.593 66.9797 26
211.033 68.9419 27
212.198 71.1297 28
213.076 71.5128 29
210.379 74.581 30
206.558 75.991 31
201.405 76.4731 32
193.702 78.2087 33
185.084 80.6028 34
178.541 82.8632 35
171.706 83.4732 36
168.406 83.7611 37
165.391 84.3182 38
165.825 84.7952 39
167.224 85.5211 40
0 41
68 60 0
71.3264 58.7335 1
75.5362 57.6956 2
81.3409 57.9422 3
90.4277 57.8647 4
99.0232 58.5506 5
106.198 58.9322 6
113.455 57.7993 7
119.893 58.5695 8
125.904 59.5774 9
133.233 60.3981 10
138.259 60.2019 11
145.349 59.3354 12
151.867 59.0677 13
160.558 58.8332 14
168.702 58.4961 15
175.474 58.6898 16
181.41 58.6947 17
186.23 59.0354 18
191.452 58.8058 19
194.614 59.2333 20
199.024 60.7637 21
204.351 62.2921 22
207.32 63.9325 23
210.623 64.4948 24
212.67 65.439 25
217.221 66.7569 26
218.646 68.7236 27
219.819 70.9054 28
220.702 71.2891 29
218.013 74.3636 30
214.189 75.7626 31
209.039 76.2562 32
201.338 77.9953 33
192.738 80.4154 34
186.209 82.6642 35
179.38 83.2859 36
176.08 83.5767 37
173.076 84.1281 38
173.517 84.6106 39
174.908 85.3258 40
0 41
76 60 0
79.3033 58.6704 1
83.5011 57.7129 2
89.2168 57.9588 3
98.3042 57.874 4
106.913 58.5042 5
114.054 58.8499 6
121.293 57.7501 7
127.698 58.5112 8
133.713 59.5041 9
140.985 60.3443 10
146.017 60.098 11
153.098 59.2273 12
159.609 58.9537 13
168.269 58.7041 14
176.395 58.3616 15
183.164 58.5374 16
189.078 58.5457 17
193.884 58.8367 18
199.039 58.706 19
202.212 59.1286 20
206.618 60.6647 21
211.928 62.1519 22
214.898 63.7886 23
218.195 64.3175 24
220.234 65.2196 25
224.785 66.5355 26
226.195 68.515 27
227.366 70.6931 28
228.256 71.0777 29
225.546 74.1587 30
221.757 75.5352 31
216.608 76.0311 32
208.91 77.7737 33
200.385 80.2116 34
193.881 82.4379 35
187.073 83.0905 36
183.763 83.3851 37
180.794 83.9297 38
181.238 84.4148 39
182.634 85.1288 40
0 41
84 60 0
87.2279 58.6432 1
91.4246 57.6993 2
97.1292 57.9489 3
106.163 57.7669 4
114.78 58.3892 5
121.917 58.7173 6
129.072 57.6269 7
135.475 58.3918 8
141.485 59.3842 9
148.721 60.2207 10
153.758 59.9104 11
160.807 59.0817 12
167.315 58.7977 13
175.948 58.5202 14
184.085 58.2204 15
190.822 58.3924 16
196.728 58.394 17
201.532 58.6853 18
206.666 58.4575 19
209.829 58.9048 20
214.258 60.419 21
219.499 61.8982 22
222.471 63.5284 23
225.761 64.05 24
227.772 64.9473 25
232.315 66.246 26
233.724 68.2319 27
234.921 70.4157 28
235.778 70.8303 29
233.055 73.8688 30
229.268 75.2727 31
224.133 75.7556 32
216.436 77.4985 33
207.911 79.9841 34
201.427 82.1991 35
194.661 82.8396 36
191.307 83.0893 37
188.341 83.604 38
188.813 84.1184 39
190.173 84.868 40
0 41
92 60 0
95.2544 58.6602 1
99.4498 57.7161 2
105.144 57.9617 3
114.178 57.7748 4
122.8 58.4219 5
129.961 58.6964 6
137.075 57.5973 7
143.454 58.3649 8
149.464 59.3583 9
156.652 60.1479 10
161.621 59.9358 11
168.684 59.0607 12
175.183 58.7766 13
183.815 58.5112 14
191.917 58.0388 15
198.653 58.2118 16
204.556 58.2109 17
209.344 58.5315 18
214.499 58.2416 19
217.643 58.6985 20
222.073 60.1876 21
227.356 61.6961 22
230.314 63.3008 23
233.614 63.8166 24
235.582 64.7005 25
240.117 65.9868 26
241.538 67.9771 27
242.741 70.1682 28
243.569 70.5741 29
240.865 73.6589 30
237.09 75.073 31
231.956 75.548 32
224.282 77.3513 33
215.744 79.8333 34
209.293 82.0667 35
202.558 82.6377 36
199.229 82.8732 37
196.254 83.391 38
196.737 83.9046 39
198.079 84.6743 40
0 41
100 60 0
103.237 58.7325 1
107.358 57.6207 2
113.042 57.8797 3
122.023 57.5858 4
130.545 58.481 5
137.722 58.7328 6
144.819 57.6149 7
151.055 58.4963 8
157.143 59.3462 9
164.297 59.9949 10
169.268 59.8269 11
176.323 58.9722 12
182.774 58.5992 13
191.37 58.3736 14
199.475 57.7629 15
206.203 57.9412 16
212.101 57.921 17
216.883 58.3732 18
222.017 58.0344 19
225.152 58.527 20
229.58 59.9043 21
234.866 61.4125 22
237.655 63.3614 23
240.924 63.8171 24
242.881 64.6788 25
247.413 65.9603 26
248.84 67.9796 27
250.035 70.157 28
250.856 70.5364 29
248.17 73.6589 30
244.39 75.138 31
239.252 75.6085 32
231.587 77.4305 33
222.964 79.9238 34
216.539 82.1815 35
209.784 82.6771 36
206.51 82.9439 37
203.512 83.576 38
203.98 84.0334 39
205.283 84.9111 40
0 41
108 60 0
111.294 58.5834 1
115.349 57.6815 2
120.993 57.9665 3
129.924 57.6726 4
138.309 58.1685 5
145.473 58.4221 6
152.563 57.4604 7
158.79 58.1078 8
164.908 59.1107 9
172.062 59.9115 10
176.967 59.6324 11
184.047 58.7773 12
190.326 58.2904 13
198.924 57.97 14
206.793 57.7627 15
213.517 57.9369 16
219.351 57.873 17
224.099 58.1426 18
229.258 57.9324 19
232.449 58.3026 20
