41
1496
0 7
630.905 255.386 9
0 8
580 260 0
583.408 258.322 1
587.47 257.499 2
593.324 257.34 3
602.801 255.887 4
611.736 255.608 5
619.414 255.016 6
626.607 253.945 7
0 8
588 260 0
591.405 258.321 1
595.47 257.495 2
601.346 257.327 3
610.824 255.875 4
619.766 255.593 5
627.457 254.988 6
634.531 254.052 7
0 6
596 260 0
599.403 258.321 1
603.472 257.492 2
609.372 257.357 3
618.851 255.899 4
627.807 255.615 5
0 5
604 260 0
607.39 258.225 1
611.469 257.543 2
617.377 257.417 3
626.875 255.879 4
0 5
612 260 0
615.404 258.208 1
619.482 257.541 2
625.354 257.416 3
635.057 255.844 4
0 36
76 268 0
79.4398 266.633 1
83.5753 265.536 2
89.4335 265.557 3
99.0524 265.078 4
107.877 265.493 5
115.439 265.592 6
122.635 264.164 7
129.094 264.702 8
135.12 265.603 9
142.495 265.984 10
147.59 265.669 11
154.717 264.574 12
161.349 264.11 13
170.136 263.583 14
178.46 263.175 15
185.463 263.156 16
191.408 263.049 17
196.324 263.238 18
201.63 262.919 19
204.662 263.234 20
209.268 264.613 21
214.428 265.924 22
217.614 267.812 23
220.94 268.16 24
223.229 268.997 25
227.794 270.318 26
229.214 272.1 27
230.348 274.173 28
230.961 274.684 29
228.031 277.493 30
224.053 278.921 31
218.457 279.581 32
210.259 281.27 33
197.878 283.334 34
185.93 285.049 35
0 10
220 268 0
223.394 266.625 1
227.323 265.466 2
232.927 265.457 3
242.157 264.753 4
250.659 264.952 5
257.979 264.832 6
264.886 263.532 7
271.08 264.16 8
276.973 265.028 9
0 10
228 268 0
231.359 266.615 1
235.292 265.445 2
240.894 265.426 3
250.102 264.771 4
258.575 264.953 5
265.897 264.824 6
272.759 263.501 7
278.953 264.123 8
284.852 264.989 9
0 9
236 268 0
239.344 266.613 1
243.277 265.44 2
248.87 265.407 3
258.073 264.795 4
266.5 264.957 5
273.817 264.825 6
280.671 263.493 7
286.855 264.126 8
0 9
244 268 0
247.344 266.599 1
251.246 265.446 2
256.847 265.408 3
266.039 264.833 4
274.453 264.969 5
281.772 264.846 6
288.559 263.53 7
294.738 264.104 8
0 7
252 268 0
255.331 266.587 1
259.22 265.455 2
264.827 265.417 3
274.008 264.812 4
282.439 264.873 5
289.699 264.805 6
0 7
260 268 0
263.327 266.586 1
267.211 265.468 2
272.818 265.43 3
281.995 264.787 4
290.398 264.829 5
297.65 264.771 6
0 6
268 268 0
271.318 266.579 1
275.218 265.475 2
280.762 265.442 3
289.916 264.725 4
298.19 264.84 5
0 11
564 268 0
567.431 266.303 1
571.461 265.495 2
577.297 265.335 3
586.733 263.946 4
595.627 263.69 5
603.246 263.168 6
610.451 262.046 7
616.913 262.613 8
622.964 263.498 9
630.436 263.907 10
0 10
572 268 0
575.424 266.287 1
579.474 265.562 2
585.318 265.407 3
594.777 263.933 4
603.686 263.675 5
611.325 263.172 6
618.517 262.045 7
624.98 262.615 8
630.924 263.438 9
0 9
580 268 0
583.411 266.322 1
587.472 265.501 2
593.327 265.36 3
602.805 263.908 4
611.733 263.638 5
619.428 263.054 6
626.587 261.972 7
633.046 262.545 8
0 8
588 268 0
591.409 266.324 1
595.47 265.499 2
601.374 265.371 3
610.853 263.921 4
619.797 263.64 5
627.5 263.047 6
634.376 262.087 7
0 6
596 268 0
599.407 266.32 1
603.473 265.501 2
609.385 265.379 3
618.865 263.922 4
627.823 263.642 5
0 5
604 268 0
607.396 266.235 1
611.474 265.548 2
617.391 265.427 3
626.882 263.905 4
0 5
612 268 0
615.399 266.231 1
619.475 265.551 2
625.394 265.435 3
635.093 263.88 4
0 10
220 276 0
223.377 274.605 1
227.312 273.41 2
232.92 273.389 3
242.142 272.913 4
250.668 273.087 5
257.993 272.961 6
264.93 271.545 7
271.156 272.107 8
277.052 273.002 9
0 10
228 276 0
231.352 274.596 1
235.285 273.397 2
240.888 273.361 3
250.124 272.874 4
258.631 273.056 5
265.953 272.923 6
272.853 271.602 7
279.07 272.158 8
284.969 273.051 9
0 9
236 276 0
239.34 274.607 1
243.274 273.395 2
248.876 273.357 3
258.075 272.732 4
266.53 272.853 5
273.85 272.721 6
280.708 271.48 7
286.919 272.032 8
0 9
244 276 0
247.336 274.607 1
251.25 273.42 2
256.855 273.38 3
266.055 272.676 4
274.5 272.743 5
281.805 272.684 6
288.593 271.377 7
294.793 271.933 8
0 7
252 276 0
255.33 274.592 1
259.22 273.459 2
264.832 273.418 3
273.991 272.575 4
282.436 272.641 5
289.705 272.566 6
0 7
260 276 0
263.326 274.586 1
267.232 273.496 2
272.844 273.447 3
282 272.575 4
290.441 272.64 5
297.66 272.532 6
0 6
268 276 0
271.312 274.58 1
275.22 273.49 2
280.815 273.439 3
289.912 272.522 4
298.342 272.582 5
0 5
276 276 0
279.281 274.556 1
283.193 273.479 2
288.684 273.444 3
297.724 272.537 4
0 11
564 276 0
567.435 274.31 1
571.457 273.459 2
577.284 273.318 3
586.718 271.936 4
595.638 271.695 5
603.259 271.172 6
610.445 270.083 7
616.906 270.651 8
622.957 271.542 9
630.43 271.951 10
0 10
572 276 0
575.429 274.289 1
579.47 273.566 2
585.337 273.431 3
594.782 271.978 4
603.706 271.73 5
611.336 271.215 6
618.509 270.141 7
624.971 270.71 8
631.008 271.599 9
0 9
580 276 0
583.417 274.325 1
587.471 273.501 2
593.354 273.388 3
602.831 271.939 4
611.755 271.683 5
619.455 271.095 6
626.56 270.104 7
633.021 270.678 8
0 7
588 276 0
591.414 274.323 1
595.471 273.498 2
601.379 273.374 3
610.858 271.926 4
619.801 271.662 5
627.504 271.072 6
0 6
596 276 0
599.413 274.322 1
603.47 273.506 2
609.383 273.386 3
618.863 271.933 4
627.822 271.653 5
0 5
604 276 0
607.409 274.29 1
611.477 273.585 2
617.394 273.465 3
626.881 271.979 4
0 5
612 276 0
615.441 274.25 1
619.512 273.562 2
625.428 273.447 3
635.116 271.919 4
0 10
220 284 0
223.362 282.61 1
227.298 281.409 2
232.926 281.384 3
242.143 280.709 4
250.679 280.881 5
258.035 280.75 6
264.939 279.46 7
271.176 280.03 8
277.076 280.814 9
0 10
228 284 0
231.344 282.606 1
235.281 281.397 2
240.898 281.351 3
250.11 280.614 4
258.627 280.776 5
265.953 280.636 6
272.828 279.397 7
279.055 279.962 8
284.955 280.641 9
0 9
236 284 0
239.337 282.606 1
243.272 281.398 2
248.894 281.343 3
258.103 280.6 4
266.587 280.703 5
273.894 280.581 6
280.748 279.343 7
286.971 279.909 8
0 9
244 284 0
247.328 282.607 1
251.264 281.393 2
256.881 281.343 3
266.044 280.545 4
274.53 280.623 5
281.797 280.512 6
288.589 279.232 7
294.788 279.843 8
0 7
252 284 0
255.323 282.589 1
259.234 281.49 2
264.853 281.443 3
274.011 280.615 4
282.459 280.675 5
289.71 280.567 6
0 7
260 284 0
263.308 282.545 1
267.216 281.474 2
272.835 281.419 3
281.979 280.57 4
290.422 280.636 5
297.616 280.509 6
0 6
268 284 0
271.262 282.481 1
275.169 281.418 2
280.787 281.361 3
289.849 280.453 4
298.256 280.528 5
0 5
276 284 0
279.252 282.486 1
283.159 281.409 2
288.66 281.384 3
297.501 280.453 4
0 11
564 284 0
567.444 282.366 1
571.452 281.497 2
577.291 281.357 3
586.703 280.037 4
595.627 279.787 5
603.246 279.262 6
610.366 278.207 7
616.827 278.771 8
622.873 279.68 9
630.263 280.221 10
0 10
572 284 0
575.443 282.374 1
579.448 281.498 2
585.34 281.394 3
594.749 280.023 4
603.734 279.891 5
611.389 279.205 6
618.501 278.207 7
624.961 278.777 8
630.977 279.763 9
0 8
580 284 0
583.435 282.35 1
587.458 281.491 2
593.362 281.414 3
602.809 279.991 4
611.742 279.744 5
619.436 279.169 6
626.534 278.173 7
0 7
588 284 0
591.419 282.322 1
595.457 281.515 2
601.365 281.435 3
610.84 279.981 4
619.787 279.723 5
627.483 279.162 6
0 6
596 284 0
599.42 282.318 1
603.453 281.549 2
609.365 281.43 3
618.844 279.977 4
627.806 279.724 5
0 5
604 284 0
607.425 282.347 1
611.455 281.563 2
617.369 281.445 3
626.86 279.987 4
0 5
612 284 0
615.452 282.303 1
619.499 281.566 2
625.413 281.451 3
635.07 280.014 4
0 41
12 292 0
15.3647 290.715 1
19.5411 289.492 2
25.4901 289.51 3
35.2362 289.221 4
44.3612 289.463 5
52.1976 289.559 6
59.3975 288.259 7
65.9555 288.814 8
72.1158 289.655 9
79.648 290.274 10
84.808 289.957 11
91.9576 288.922 12
98.7657 288.346 13
107.769 287.785 14
116.324 287.087 15
123.447 287.109 16
129.439 287.011 17
134.473 287.152 18
139.954 286.78 19
143.025 287.044 20
147.711 288.508 21
152.971 289.778 22
156.24 291.436 23
159.686 291.887 24
161.903 292.839 25
166.622 294.023 26
168.023 295.964 27
169.129 298.087 28
169.789 298.442 29
166.806 301.425 30
162.783 302.896 31
157.175 303.372 32
149.065 305.283 33
139.982 307.857 34
133.336 310.25 35
126.46 311.047 36
123.222 311.371 37
120.265 312.089 38
120.509 312.532 39
121.849 313.253 40
0 10
220 292 0
223.33 290.524 1
227.292 289.468 2
232.985 289.434 3
242.2 288.653 4
250.755 288.78 5
258.137 288.676 6
265 287.395 7
271.262 287.962 8
277.188 288.896 9
0 10
228 292 0
231.324 290.519 1
235.286 289.464 2
240.957 289.416 3
250.145 288.651 4
258.682 288.759 5
266.024 288.655 6
272.875 287.404 7
279.124 287.947 8
284.993 288.819 9
0 9
236 292 0
239.301 290.492 1
243.262 289.448 2
248.935 289.39 3
258.087 288.584 4
266.596 288.671 5
273.894 288.576 6
280.73 287.321 7
286.969 287.852 8
0 8
244 292 0
247.289 290.481 1
251.243 289.438 2
256.942 289.371 3
266.062 288.541 4
274.558 288.625 5
281.802 288.504 6
288.566 287.249 7
0 7
252 292 0
255.273 290.482 1
259.219 289.436 2
264.863 289.386 3
273.983 288.552 4
282.422 288.624 5
289.645 288.488 6
0 6
260 292 0
263.267 290.481 1
267.181 289.426 2
272.829 289.368 3
281.935 288.534 4
290.306 288.619 5
0 5
268 292 0
271.264 290.482 1
275.165 289.416 2
280.844 289.345 3
289.869 288.497 4
0 11
564 292 0
567.448 290.369 1
571.447 289.498 2
577.344 289.401 3
586.729 288.118 4
595.706 287.977 5
603.324 287.456 6
610.419 286.393 7
616.861 287.035 8
622.882 288.013 9
630.266 288.556 10
0 10
572 292 0
575.445 290.374 1
579.446 289.503 2
585.353 289.426 3
594.74 288.079 4
603.729 287.949 5
611.382 287.387 6
618.468 286.377 7
624.914 287.025 8
630.924 288.014 9
0 9
580 292 0
583.443 290.373 1
587.443 289.501 2
593.354 289.434 3
602.742 288.079 4
611.736 287.949 5
619.42 287.382 6
626.479 286.402 7
632.916 287.058 8
0 7
588 292 0
591.439 290.365 1
595.437 289.493 2
601.348 289.425 3
610.747 288.086 4
619.744 287.953 5
627.438 287.389 6
0 6
596 292 0
599.432 290.36 1
603.438 289.512 2
609.35 289.425 3
618.747 288.135 4
627.746 287.999 5
0 5
604 292 0
607.426 290.359 1
611.432 289.529 2
617.345 289.414 3
626.745 288.133 4
0 10
228 300 0
231.324 298.514 1
235.286 297.459 2
241.015 297.407 3
250.186 296.595 4
258.73 296.69 5
266.105 296.59 6
272.945 295.34 7
279.224 295.882 8
285.068 296.843 9
0 9
236 300 0
239.303 298.494 1
243.265 297.446 2
248.995 297.382 3
258.117 296.557 4
266.645 296.65 5
273.914 296.512 6
280.746 295.261 7
287.011 295.797 8
0 6
260 300 0
263.275 298.482 1
267.183 297.424 2
272.922 297.339 3
281.981 296.474 4
290.288 296.589 5
0 5
268 300 0
271.27 298.486 1
275.164 297.397 2
280.885 297.317 3
289.855 296.439 4
0 11
564 300 0
567.446 298.379 1
571.441 297.504 2
577.344 297.426 3
586.725 296.179 4
595.704 296.05 5
603.346 295.501 6
610.421 294.449 7
616.854 295.116 8
622.872 296.112 9
630.253 296.656 10
0 7
588 300 0
591.44 298.37 1
595.428 297.491 2
601.339 297.427 3
610.732 296.15 4
619.73 296.021 5
627.422 295.458 6
0 6
596 300 0
599.435 298.364 1
603.419 297.49 2
609.331 297.426 3
618.727 296.147 4
627.728 296.014 5
0 5
604 300 0
607.426 298.363 1
611.422 297.517 2
617.337 297.45 3
626.735 296.169 4
0 10
236 308 0
239.31 306.49 1
243.272 305.44 2
249.015 305.376 3
258.119 304.257 4
266.646 304.35 5
273.908 304.216 6
280.623 303.02 7
286.904 303.561 8
292.741 304.546 9
0 9
244 308 0
247.291 306.486 1
251.25 305.438 2
257 305.361 3
266.083 304.459 4
274.554 304.559 5
281.791 304.408 6
288.409 303.197 7
294.68 303.738 8
0 5
260 308 0
263.285 306.488 1
267.172 305.379 2
272.943 305.3 3
281.949 304.38 4
0 5
268 308 0
271.278 306.486 1
275.142 305.38 2
280.915 305.295 3
289.24 303.896 4
0 11
564 308 0
567.442 306.389 1
571.418 305.466 2
577.315 305.398 3
586.699 304.182 4
595.68 304.058 5
603.333 303.511 6
610.388 302.473 7
616.817 303.15 8
622.835 304.157 9
630.214 304.702 10
0 10
572 308 0
575.441 306.384 1
579.425 305.484 2
585.331 305.42 3
594.714 304.184 4
603.705 304.057 5
611.372 303.504 6
618.4 302.514 7
624.828 303.188 8
630.839 304.195 9
0 9
580 308 0
583.438 306.377 1
587.424 305.488 2
593.333 305.429 3
602.721 304.182 4
611.715 304.052 5
619.394 303.5 6
626.414 302.517 7
632.838 303.189 8
0 7
588 308 0
591.435 306.367 1
595.419 305.483 2
601.329 305.426 3
610.723 304.158 4
619.72 304.028 5
627.43 303.513 6
0 6
252 316 0
255.297 314.494 1
259.205 313.387 2
264.983 313.314 3
273.924 312.332 4
282.146 312.563 5
0 5
260 316 0
263.286 314.493 1
267.177 313.371 2
272.962 313.3 3
281.625 312.204 4
0 10
572 316 0
575.439 314.381 1
579.416 313.48 2
585.315 313.417 3
594.702 312.207 4
603.694 312.079 5
611.379 311.564 6
618.4 310.57 7
624.821 311.248 8
630.836 312.255 9
0 9
580 316 0
583.435 314.371 1
587.416 313.479 2
593.322 313.422 3
602.711 312.206 4
611.706 312.076 5
619.414 311.569 6
626.431 310.582 7
632.849 311.259 8
0 41
28 324 0
31.2465 322.733 1
35.2787 321.576 2
41.224 321.561 3
51.0666 320.884 4
60.1474 321.066 5
68.0227 321.106 6
75.2156 319.795 7
81.7032 320.393 8
87.7554 321.358 9
95.306 322.004 10
100.398 321.595 11
107.541 320.514 12
114.391 319.849 13
123.322 319.155 14
131.864 318.4 15
138.966 318.404 16
144.949 318.298 17
149.977 318.415 18
155.458 317.965 19
158.497 318.266 20
163.363 319.494 21
168.549 320.768 22
171.831 322.301 23
175.171 322.75 24
177.395 323.725 25
182.148 324.872 26
183.491 326.749 27
184.558 328.85 28
185.197 329.228 29
182.177 332.302 30
178.175 333.68 31
172.472 334.293 32
164.311 336.146 33
155.209 338.765 34
148.522 341.189 35
141.607 342.141 36
138.396 342.468 37
135.488 343.188 38
135.654 343.62 39
136.928 344.388 40
0 5
252 324 0
255.305 322.492 1
259.214 321.388 2
265.004 321.321 3
273.887 320.263 4
0 7
588 324 0
591.434 322.369 1
595.417 321.481 2
601.323 321.426 3
610.715 320.219 4
619.716 320.09 5
627.434 319.586 6
0 41
28 332 0
31.2474 330.723 1
35.2772 329.562 2
41.2234 329.534 3
51.0544 328.848 4
60.1644 329.057 5
68.0645 329.082 6
75.2645 327.765 7
81.7519 328.356 8
87.8065 329.326 9
95.3744 329.97 10
100.469 329.55 11
107.613 328.456 12
114.465 327.79 13
123.392 327.09 14
131.935 326.335 15
139.041 326.333 16
145.031 326.218 17
150.063 326.338 18
155.551 325.867 19
158.592 326.172 20
163.464 327.401 21
168.64 328.674 22
171.919 330.183 23
175.258 330.639 24
177.49 331.608 25
182.277 332.729 26
183.617 334.604 27
184.683 336.703 28
185.32 337.085 29
182.294 340.163 30
178.298 341.541 31
172.593 342.154 32
164.432 344.005 33
155.325 346.63 34
148.635 349.059 35
141.723 350.013 36
138.524 350.342 37
135.637 351.072 38
135.799 351.505 39
137.066 352.278 40
0 41
36 332 0
39.2526 330.722 1
43.2869 329.555 2
49.2299 329.527 3
59.0626 328.847 4
68.144 329.025 5
76.0236 329.035 6
83.2217 327.703 7
89.7006 328.299 8
95.7471 329.274 9
103.292 329.891 10
108.38 329.484 11
115.515 328.371 12
122.368 327.706 13
131.286 327.013 14
139.822 326.254 15
146.923 326.248 16
152.908 326.136 17
157.937 326.257 18
163.419 325.781 19
166.449 326.098 20
171.321 327.315 21
176.492 328.595 22
179.76 330.089 23
183.085 330.543 24
185.317 331.503 25
190.09 332.63 26
191.425 334.503 27
192.493 336.601 28
193.119 336.985 29
190.093 340.071 30
186.098 341.439 31
180.387 342.052 32
172.226 343.906 33
163.123 346.531 34
156.435 348.958 35
149.529 349.921 36
146.328 350.254 37
143.44 350.974 38
143.599 351.408 39
144.862 352.175 40
0 41
44 332 0
47.2659 330.716 1
51.3033 329.548 2
57.2406 329.525 3
67.0747 328.846 4
76.1422 329.022 5
83.9964 329.039 6
91.1514 327.657 7
97.622 328.253 8
103.665 329.233 9
111.194 329.837 10
116.28 329.435 11
123.399 328.312 12
130.25 327.65 13
139.159 326.964 14
147.66 326.195 15
154.742 326.19 16
160.727 326.071 17
165.743 326.198 18
171.223 325.72 19
174.241 326.045 20
179.11 327.256 21
184.277 328.546 22
187.54 330.031 23
190.845 330.473 24
193.072 331.436 25
197.834 332.56 26
199.167 334.435 27
200.233 336.531 28
200.851 336.917 29
197.83 340.018 30
193.831 341.36 31
188.105 341.971 32
179.95 343.832 33
170.841 346.462 34
164.156 348.887 35
157.255 349.855 36
154.05 350.191 37
151.158 350.878 38
151.312 351.314 39
152.572 352.076 40
0 41
60 332 0
63.3293 330.651 1
67.3662 329.481 2
73.276 329.464 3
83.1075 328.782 4
92.1464 328.951 5
99.9609 328.955 6
107.111 327.586 7
113.571 328.188 8
119.609 329.163 9
127.11 329.758 10
132.189 329.356 11
139.286 328.241 12
146.122 327.593 13
154.996 326.909 14
163.452 326.162 15
170.508 326.151 16
176.481 326.033 17
181.496 326.162 18
186.952 325.679 19
189.962 326.02 20
194.817 327.224 21
199.978 328.518 22
203.224 330.006 23
206.524 330.436 24
208.738 331.407 25
213.503 332.531 26
214.821 334.414 27
215.882 336.503 28
216.486 336.9 29
213.473 340.004 30
209.462 341.344 31
203.73 341.953 32
195.559 343.827 33
186.422 346.452 34
179.754 348.876 35
172.919 349.786 36
169.702 350.146 37
166.87 350.808 38
167.014 351.231 39
168.258 351.915 40
0 11
212 332 0
215.338 330.483 1
219.314 329.427 2
225.126 329.365 3
234.452 328.157 4
243.096 328.299 5
250.696 328.177 6
257.536 326.949 7
263.882 327.559 8
269.845 328.513 9
277.129 329.196 10
0 5
236 332 0
239.324 330.491 1
243.293 329.422 2
249.085 329.368 3
258.327 328.471 4
0 10
564 332 0
567.439 330.383 1
571.412 329.461 2
577.302 329.411 3
586.694 328.211 4
595.693 328.088 5
603.389 327.6 6
610.41 326.605 7
616.825 327.294 8
622.849 328.297 9
0 10
572 332 0
575.439 330.376 1
579.409 329.478 2
585.309 329.425 3
594.704 328.222 4
603.707 328.093 5
611.416 327.602 6
618.435 326.606 7
624.849 327.293 8
630.87 328.297 9
0 9
580 332 0
583.437 330.374 1
587.411 329.482 2
593.315 329.428 3
602.709 328.226 4
611.712 328.094 5
619.429 327.599 6
626.443 326.61 7
632.854 327.294 8
0 7
588 332 0
591.432 330.369 1
595.417 329.49 2
601.324 329.434 3
610.718 328.229 4
619.721 328.103 5
627.442 327.603 6
0 6
596 332 0
599.428 330.365 1
603.417 329.491 2
609.326 329.435 3
618.72 328.225 4
627.723 328.101 5
0 5
604 332 0
607.425 330.364 1
611.412 329.49 2
617.326 329.434 3
626.718 328.223 4
0 41
60 340 0
63.3153 338.632 1
67.3539 337.459 2
73.2658 337.436 3
83.0972 336.758 4
92.1407 336.909 5
99.9612 336.91 6
107.112 335.512 7
113.572 336.075 8
119.604 337.025 9
127.139 337.551 10
132.22 337.153 11
139.323 336.029 12
146.162 335.385 13
155.039 334.706 14
163.498 333.963 15
170.562 333.95 16
176.542 333.834 17
181.557 333.96 18
187.029 333.487 19
190.034 333.82 20
194.918 335.054 21
200.08 336.351 22
203.333 337.85 23
206.634 338.27 24
208.854 339.223 25
213.624 340.343 26
214.95 342.242 27
216.013 344.337 28
216.614 344.732 29
213.595 347.823 30
209.617 349.209 31
203.873 349.808 32
195.747 351.734 33
186.594 354.355 34
179.925 356.778 35
173.064 357.642 36
169.854 357.971 37
167.047 358.623 38
167.132 359.028 39
168.385 359.738 40
0 41
68 340 0
71.3223 338.585 1
75.3589 337.412 2
81.2658 337.39 3
91.0964 336.711 4
100.104 336.838 5
107.913 336.837 6
115.057 335.451 7
121.5 336.002 8
127.522 336.914 9
135.031 337.44 10
140.11 337.042 11
147.21 335.932 12
154.037 335.288 13
162.903 334.609 14
171.352 333.879 15
178.411 333.865 16
184.386 333.752 17
189.399 333.878 18
194.854 333.406 19
197.853 333.747 20
202.728 334.971 21
207.889 336.274 22
211.134 337.781 23
214.428 338.186 24
216.637 339.148 25
221.41 340.27 26
222.731 342.176 27
223.79 344.264 28
224.383 344.671 29
221.363 347.753 30
217.378 349.145 31
211.615 349.742 32
203.486 351.673 33
194.331 354.294 34
187.665 356.716 35
180.8 357.528 36
177.57 357.846 37
174.774 358.456 38
174.828 358.921 39
176.085 359.632 40
0 5
236 340 0
239.325 338.484 1
243.298 337.412 2
249.106 337.341 3
258.375 336.527 4
0 11
564 340 0
567.438 338.38 1
571.413 337.458 2
577.304 337.411 3
586.699 336.211 4
595.707 336.092 5
603.42 335.6 6
610.417 334.681 7
616.833 335.372 8
622.857 336.37 9
630.234 336.959 10
0 10
572 340 0
575.44 338.373 1
579.404 337.496 2
585.303 337.445 3
594.704 336.239 4
603.713 336.116 5
611.427 335.624 6
618.437 334.685 7
624.845 335.376 8
630.872 336.373 9
0 9
580 340 0
583.438 338.371 1
587.402 337.498 2
593.307 337.446 3
602.707 336.241 4
611.715 336.115 5
619.433 335.624 6
626.441 334.649 7
632.846 335.343 8
0 7
588 340 0
591.433 338.368 1
595.416 337.503 2
601.325 337.449 3
610.723 336.244 4
619.729 336.121 5
627.455 335.631 6
0 6
596 340 0
599.429 338.362 1
603.42 337.508 2
609.331 337.453 3
618.726 336.243 4
627.733 336.121 5
0 5
604 340 0
607.424 338.362 1
611.418 337.511 2
617.332 337.457 3
626.724 336.246 4
0 41
28 348 0
31.0978 346.59 1
35.1338 345.417 2
41.0891 345.372 3
50.9018 344.709 4
60.0214 344.898 5
67.9469 344.885 6
75.1264 343.475 7
81.6012 343.919 8
87.6901 344.797 9
95.2989 345.334 10
100.403 344.919 11
107.555 343.789 12
114.424 343.142 13
123.342 342.455 14
131.889 341.711 15
139.009 341.7 16
145.021 341.58 17
150.049 341.7 18
155.575 341.241 19
158.588 341.518 20
163.494 342.787 21
168.666 344.063 22
171.982 345.66 23
175.3 346.076 24
177.546 347.019 25
182.347 348.135 26
183.682 350.023 27
184.756 352.126 28
185.375 352.504 29
182.34 355.571 30
178.373 356.99 31
172.648 357.571 32
164.52 359.513 33
155.348 362.138 34
148.658 364.572 35
141.732 365.484 36
138.538 365.806 37
135.685 366.506 38
135.788 366.896 39
137.026 367.614 40
0 41
60 348 0
63.3204 346.567 1
67.359 345.393 2
73.28 345.363 3
83.115 344.687 4
92.1629 344.824 5
99.9933 344.82 6
107.148 343.406 7
113.607 343.863 8
119.634 344.764 9
127.18 345.259 10
132.266 344.863 11
139.379 343.733 12
146.218 343.096 13
155.102 342.429 14
163.59 341.697 15
170.661 341.68 16
176.649 341.568 17
181.663 341.691 18
187.143 341.228 19
190.14 341.541 20
195.028 342.788 21
200.192 344.086 22
203.464 345.625 23
206.766 346.022 24
208.987 346.962 25
213.772 348.077 26
215.092 350.001 27
216.156 352.104 28
216.758 352.494 29
213.736 355.569 30
209.761 356.986 31
204.028 357.578 32
195.912 359.527 33
186.754 362.147 34
180.087 364.566 35
173.213 365.4 36
169.999 365.724 37
167.195 366.343 38
167.278 366.745 39
168.53 367.445 40
0 41
92 348 0
95.344 346.555 1
99.3815 345.378 2
105.275 345.337 3
115.088 344.659 4
124.065 344.757 5
131.843 344.744 6
138.974 343.363 7
145.4 343.84 8
151.418 344.739 9
158.906 345.218 10
163.977 344.827 11
171.069 343.707 12
177.813 343.078 13
186.643 342.443 14
195.058 341.727 15
202.099 341.691 16
208.073 341.591 17
213.076 341.71 18
218.492 341.249 19
221.486 341.601 20
226.358 342.829 21
231.512 344.167 22
234.739 345.662 23
238.032 346.047 24
240.229 346.973 25
245.006 348.099 26
246.333 350.026 27
247.375 352.113 28
247.959 352.517 29
244.95 355.589 30
240.941 357.013 31
235.251 357.601 32
227.113 359.554 33
217.978 362.167 34
211.362 364.536 35
204.497 365.328 36
201.24 365.631 37
198.442 366.19 38
198.503 366.679 39
199.801 367.394 40
0 8
316 348 0
319.292 346.386 1
323.118 345.04 2
328.8 344.804 3
338.117 343.18 4
346.098 342.159 5
351.444 339.636 6
351.968 334.035 7
0 11
564 348 0
567.436 346.373 1
571.406 345.515 2
577.298 345.471 3
586.704 344.26 4
595.717 344.146 5
603.437 343.654 6
610.435 342.757 7
616.849 343.452 8
622.875 344.443 9
630.237 345.06 10
0 10
572 348 0
575.439 346.371 1
579.406 345.517 2
585.306 345.466 3
594.711 344.258 4
603.726 344.145 5
611.447 343.652 6
618.451 342.755 7
624.856 343.447 8
630.884 344.442 9
0 9
580 348 0
583.438 346.367 1
587.406 345.524 2
593.313 345.472 3
602.717 344.263 4
611.731 344.147 5
619.457 343.661 6
626.464 342.737 7
632.866 343.432 8
0 7
588 348 0
591.433 346.364 1
595.418 345.52 2
601.328 345.469 3
610.728 344.261 4
619.739 344.144 5
627.471 343.66 6
0 6
596 348 0
599.427 346.363 1
603.425 345.518 2
609.337 345.467 3
618.733 344.258 4
627.742 344.146 5
0 41
28 356 0
31.0958 354.578 1
35.1308 353.399 2
41.0971 353.355 3
50.9231 352.697 4
60.0381 352.864 5
67.9872 352.839 6
75.1666 351.404 7
81.6426 351.811 8
87.7339 352.687 9
95.3379 353.2 10
100.452 352.786 11
107.608 351.65 12
114.503 351.022 13
123.423 350.339 14
131.974 349.6 15
139.099 349.576 16
145.116 349.455 17
150.147 349.57 18
155.677 349.114 19
158.687 349.377 20
163.597 350.656 21
168.774 351.929 22
172.094 353.53 23
175.406 353.931 24
177.658 354.867 25
182.464 355.98 26
183.8 357.903 27
184.879 360.021 28
185.492 360.374 29
182.457 363.437 30
178.492 364.872 31
172.761 365.436 32
164.636 367.39 33
155.448 370.011 34
148.758 372.447 35
141.832 373.337 36
138.635 373.659 37
135.79 374.353 38
135.882 374.73 39
137.122 375.425 40
0 41
36 356 0
39.1894 354.603 1
43.2269 353.419 2
49.1852 353.373 3
59.0214 352.708 4
68.1187 352.857 5
76.058 352.829 6
83.2229 351.398 7
89.697 351.807 8
95.7825 352.683 9
103.366 353.183 10
108.477 352.775 11
115.621 351.637 12
122.495 351 13
131.409 350.319 14
139.956 349.583 15
147.075 349.556 16
153.087 349.436 17
158.112 349.553 18
163.635 349.096 19
166.639 349.364 20
171.543 350.639 21
176.718 351.919 22
180.029 353.507 23
183.337 353.907 24
185.575 354.842 25
190.38 355.956 26
191.71 357.88 27
192.782 359.995 28
193.397 360.361 29
190.363 363.428 30
186.398 364.858 31
180.666 365.432 32
172.548 367.392 33
163.37 370.015 34
156.684 372.449 35
149.77 373.33 36
146.565 373.65 37
143.725 374.323 38
143.811 374.706 39
145.046 375.405 40
0 41
44 356 0
47.225 354.596 1
51.2653 353.414 2
57.2101 353.366 3
67.0487 352.7 4
76.1408 352.841 5
84.0538 352.825 6
